ID,Kuh/Faerse,Gekalbt (ja/nein),Umstallzeit,Echte Geburtszeit,Geburtsverlauf,Event (ja/nein),Event Score,SonT,Eventzeit,SoffT,Moocall Score,Alarm (ja/nein),Alarmtyp (HA1/HA2),Alarmzeit,Zeit_bis_Umstallung,Sensorzeit,Studienzeit,Zeitintervall
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,ja,4,2017-11-06T11:40:00Z,2017-11-07T01:23:00Z,,1,nein,,,99999,96.8333333333333,324.166666666667,33333
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,ja,4,2017-11-07T01:24:00Z,2017-11-08T18:27:00Z,2017-11-08T19:28:00Z,2,nein,,,99999,83.1,324.166666666667,33333
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,ja,5,2017-11-09T00:23:00Z,2017-11-09T14:08:00Z,,0,nein,,,99999,36.1166666666667,324.166666666667,33333
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,ja,1,2017-11-09T14:09:00Z,2017-11-10T12:30:00Z,2017-11-10T14:54:00Z,0,nein,,,99999,22.35,324.166666666667,33333
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-03T09:08:00Z,171.366666666667,,324.166666666667,57
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-07T00:04:00Z,84.4333333333333,,324.166666666667,28
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-08T11:04:00Z,49.4333333333333,,324.166666666667,16
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-09T15:02:00Z,21.4666666666667,,324.166666666667,7
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-10T10:20:00Z,2.16666666666667,,324.166666666667,0
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA2h,2017-11-08T12:04:00Z,48.4333333333333,,324.166666666667,16
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA2h,2017-11-09T16:02:00Z,20.4666666666667,,324.166666666667,6
3588,Kuh,ja,2017-11-10T12:30:00Z,2017-11-10T13:00:00Z,2,nein,,,,,,ja,HA2h,2017-11-10T11:20:00Z,1.16666666666667,,324.166666666667,0
2566,Faerse,ja,2017-10-09T17:30:00Z,2017-10-09T19:17:00Z,3,ja,2,2017-10-09T09:30:00Z,2017-10-09T10:07:00Z,,0,nein,,,99999,8,8,33333
2566,Faerse,ja,2017-10-09T17:30:00Z,2017-10-09T19:17:00Z,3,ja,1,2017-10-09T15:45:00Z,2017-10-09T17:30:00Z,,1,nein,,,99999,1.75,8,33333
3591,Kuh,ja,2017-11-01T11:30:00Z,2017-11-01T13:00:00Z,2,ja,1,2017-11-01T02:20:00Z,2017-11-01T11:30:00Z,2017-11-01T12:06:00Z,0,nein,,,99999,9.16666666666667,9.16666666666667,33333
3591,Kuh,ja,2017-11-01T11:30:00Z,2017-11-01T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-01T05:27:00Z,6.05,,9.16666666666667,2
3591,Kuh,ja,2017-11-01T11:30:00Z,2017-11-01T13:00:00Z,2,nein,,,,,,ja,HA1h,2017-11-01T09:24:00Z,2.1,,9.16666666666667,0
3591,Kuh,ja,2017-11-01T11:30:00Z,2017-11-01T13:00:00Z,2,nein,,,,,,ja,HA2h,2017-11-01T06:27:00Z,5.05,,9.16666666666667,1
3591,Kuh,ja,2017-11-01T11:30:00Z,2017-11-01T13:00:00Z,2,nein,,,,,,ja,HA2h,2017-11-01T10:13:00Z,1.28333333333333,,9.16666666666667,0
2571,Faerse,ja,2017-10-06T07:30:00Z,2017-10-06T08:10:00Z,1,ja,1,2017-10-06T05:10:00Z,2017-10-06T07:30:00Z,,0,nein,,,99999,2.33333333333333,2.33333333333333,33333
527,Kuh,ja,2017-10-26T02:30:00Z,2017-10-26T02:50:00Z,1,ja,4,2017-10-21T17:24:00Z,2017-10-23T06:05:00Z,,2,nein,,,99999,105.1,105.1,33333
527,Kuh,ja,2017-10-26T02:30:00Z,2017-10-26T02:50:00Z,1,ja,1,2017-10-23T11:20:00Z,2017-10-26T02:30:00Z,,2,nein,,,99999,63.1666666666667,105.1,33333
527,Kuh,ja,2017-10-26T02:30:00Z,2017-10-26T02:50:00Z,1,nein,,,,,,ja,HA1h,2017-10-24T10:41:00Z,39.8166666666667,,105.1,13
527,Kuh,ja,2017-10-26T02:30:00Z,2017-10-26T02:50:00Z,1,nein,,,,,,ja,HA1h,2017-10-25T02:47:00Z,23.7166666666667,,105.1,7
527,Kuh,ja,2017-10-26T02:30:00Z,2017-10-26T02:50:00Z,1,nein,,,,,,ja,HA2h,2017-10-24T11:41:00Z,38.8166666666667,,105.1,12
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-09-29T16:12:00Z,2017-10-01T13:00:00Z,2017-10-01T12:51:00Z,,nein,,,99999,182.3,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-10-03T07:40:00Z,2017-10-03T11:50:00Z,2017-10-03T13:35:00Z,1,nein,,,99999,94.8333333333333,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-10-03T23:59:00Z,2017-10-04T01:00:00Z,,,nein,,,99999,78.5166666666667,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,4,2017-10-05T00:01:00Z,2017-10-05T03:00:00Z,,,nein,,,99999,54.4833333333333,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-10-05T03:01:00Z,2017-10-05T14:00:00Z,2017-10-05T17:33:00Z,,nein,,,99999,51.4833333333333,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-10-05T16:00:00Z,2017-10-05T18:45:00Z,2017-10-05T19:22:00Z,,nein,,,99999,38.5,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,3,2017-10-06T03:00:00Z,2017-10-06T05:00:00Z,,,nein,,,99999,27.5,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,2,2017-10-06T05:01:00Z,2017-10-06T09:00:00Z,2017-10-06T09:53:00Z,,nein,,,99999,25.4833333333333,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,ja,1,2017-10-06T23:00:00Z,2017-10-07T06:30:00Z,2017-10-07T07:47:00Z,0,nein,,,99999,7.5,182.3,33333
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,nein,,,,,,ja,HA1h,2017-10-07T04:39:00Z,1.85,,182.3,0
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,nein,,,,,,ja,HA1h,2017-09-29T17:50:00Z,180.666666666667,,182.3,60
2576,Faerse,ja,2017-10-07T06:30:00Z,2017-10-07T07:55:00Z,2,nein,,,,,,ja,HA2h,2017-10-07T05:26:00Z,1.06666666666667,,182.3,0
2578,Faerse,ja,2017-10-02T02:00:00Z,2017-10-02T02:45:00Z,3,ja,2,2017-09-29T16:02:00Z,2017-09-29T17:00:00Z,,,nein,,,99999,57.9666666666667,57.9666666666667,33333
2578,Faerse,ja,2017-10-02T02:00:00Z,2017-10-02T02:45:00Z,3,ja,2,2017-09-29T17:01:00Z,2017-09-30T23:00:00Z,2017-09-30T12:29:00Z,,nein,,,99999,56.9833333333333,57.9666666666667,33333
2578,Faerse,ja,2017-10-02T02:00:00Z,2017-10-02T02:45:00Z,3,ja,1,2017-10-02T01:00:00Z,2017-10-02T02:00:00Z,2017-10-02T04:10:00Z,,nein,,,99999,1,57.9666666666667,33333
2578,Faerse,ja,2017-10-02T02:00:00Z,2017-10-02T02:45:00Z,3,nein,,,,,,ja,HA1h,2017-09-30T09:32:00Z,40.4666666666667,,57.9666666666667,13
2578,Faerse,ja,2017-10-02T02:00:00Z,2017-10-02T02:45:00Z,3,nein,,,,,,ja,HA2h,2017-09-30T10:31:00Z,39.4833333333333,,57.9666666666667,13
1045,Kuh,ja,2017-10-04T15:30:00Z,2017-10-04T16:20:00Z,1,ja,2,2017-09-29T16:15:00Z,2017-09-29T17:00:00Z,2017-09-29T20:09:00Z,,nein,,,99999,119.25,119.25,33333
1045,Kuh,ja,2017-10-04T15:30:00Z,2017-10-04T16:20:00Z,1,ja,2,2017-09-30T10:05:00Z,2017-09-30T12:30:00Z,2017-09-30T14:00:00Z,,nein,,,99999,101.416666666667,119.25,33333
1045,Kuh,ja,2017-10-04T15:30:00Z,2017-10-04T16:20:00Z,1,ja,1,2017-10-02T13:00:00Z,2017-10-04T15:30:00Z,2017-10-04T17:09:00Z,,nein,,,99999,50.5,119.25,33333
1045,Kuh,ja,2017-10-04T15:30:00Z,2017-10-04T16:20:00Z,1,nein,,,,,,ja,HA1h,2017-10-04T14:33:00Z,0.95,,119.25,0
1045,Kuh,ja,2017-10-04T15:30:00Z,2017-10-04T16:20:00Z,1,nein,,,,,,ja,HA2h,2017-10-04T15:21:00Z,0.15,,119.25,0
2595,Faerse,ja,2017-10-15T16:00:00Z,2017-10-15T17:15:00Z,1,ja,3,2017-10-11T16:10:00Z,2017-10-11T20:00:00Z,,0,nein,,,99999,95.8333333333333,95.8333333333333,33333
2595,Faerse,ja,2017-10-15T16:00:00Z,2017-10-15T17:15:00Z,1,ja,9,2017-10-11T20:01:00Z,2017-10-15T05:24:00Z,,0,nein,,,99999,91.9833333333333,95.8333333333333,33333
2595,Faerse,ja,2017-10-15T16:00:00Z,2017-10-15T17:15:00Z,1,ja,1,2017-10-15T05:25:00Z,2017-10-15T16:00:00Z,2017-10-15T18:04:00Z,2,nein,,,99999,10.5833333333333,95.8333333333333,33333
2595,Faerse,ja,2017-10-15T16:00:00Z,2017-10-15T17:15:00Z,1,nein,,,,,,ja,HA1h,2017-10-15T13:22:00Z,2.63333333333333,,95.8333333333333,0
2595,Faerse,ja,2017-10-15T16:00:00Z,2017-10-15T17:15:00Z,1,nein,,,,,,ja,HA2h,2017-10-15T14:22:00Z,1.63333333333333,,95.8333333333333,0
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,ja,4,2017-10-19T06:05:00Z,2017-10-19T09:14:00Z,,2,nein,,,99999,127.416666666667,127.416666666667,33333
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,ja,3,2017-10-21T01:14:00Z,2017-10-21T19:22:00Z,,1,nein,,,99999,84.2666666666667,127.416666666667,33333
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,ja,4,2017-10-21T19:23:00Z,2017-10-21T23:17:00Z,,2,nein,,,99999,66.1166666666667,127.416666666667,33333
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,ja,5,2017-10-23T15:22:00Z,2017-10-24T00:30:00Z,,0,nein,,,99999,22.1333333333333,127.416666666667,33333
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,ja,1,2017-10-24T01:08:00Z,2017-10-24T13:30:00Z,,1,nein,,,99999,12.3666666666667,127.416666666667,33333
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,nein,,,,,,ja,HA1h,2017-10-21T19:44:00Z,65.7666666666667,,127.416666666667,21
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,nein,,,,,,ja,HA1h,2017-10-24T11:52:00Z,1.63333333333333,,127.416666666667,0
3620,Kuh,ja,2017-10-24T13:30:00Z,2017-10-24T15:15:00Z,1,nein,,,,,,ja,HA2h,2017-10-24T12:52:00Z,0.633333333333333,,127.416666666667,0
3621,Kuh,ja,2017-10-12T20:27:00Z,2017-10-12T21:10:00Z,1,ja,4,2017-10-10T02:12:00Z,2017-10-10T13:15:00Z,,2,nein,,,99999,66.25,66.25,33333
3621,Kuh,ja,2017-10-12T20:27:00Z,2017-10-12T21:10:00Z,1,ja,3,2017-10-11T05:12:00Z,2017-10-11T11:00:00Z,2017-10-11T12:21:00Z,0,nein,,,99999,39.25,66.25,33333
3621,Kuh,ja,2017-10-12T20:27:00Z,2017-10-12T21:10:00Z,1,ja,1,2017-10-12T12:15:00Z,2017-10-12T20:27:00Z,,0,nein,,,99999,8.2,66.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-15T14:15:00Z,2017-12-16T01:09:00Z,,1,nein,,,99999,99.25,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,2,2017-12-16T01:10:00Z,2017-12-16T14:10:00Z,,1,nein,,,99999,88.3333333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-16T14:11:00Z,2017-12-16T15:15:00Z,,0,nein,,,99999,75.3166666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-16T15:16:00Z,2017-12-16T18:02:00Z,,0,nein,,,99999,74.2333333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-16T18:03:00Z,2017-12-16T22:08:00Z,,0,nein,,,99999,71.45,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-16T22:09:00Z,2017-12-16T23:11:00Z,,1,nein,,,99999,67.35,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-16T23:12:00Z,2017-12-17T08:11:00Z,,0,nein,,,99999,66.3,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-17T08:12:00Z,2017-12-17T09:12:00Z,,1,nein,,,99999,57.3,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-17T09:13:00Z,2017-12-17T13:15:00Z,,1,nein,,,99999,56.2833333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-17T13:16:00Z,2017-12-17T16:07:00Z,,2,nein,,,99999,52.2333333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-17T16:08:00Z,2017-12-17T22:07:00Z,,2,nein,,,99999,49.3666666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-17T22:08:00Z,2017-12-17T23:13:00Z,,1,nein,,,99999,43.3666666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-17T23:14:00Z,2017-12-18T03:14:00Z,,1,nein,,,99999,42.2666666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T03:15:00Z,2017-12-18T05:12:00Z,,2,nein,,,99999,38.25,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T05:13:00Z,2017-12-18T06:11:00Z,,1,nein,,,99999,36.2833333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T06:12:00Z,2017-12-18T14:07:00Z,,1,nein,,,99999,35.3,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T14:08:00Z,2017-12-18T15:12:00Z,,2,nein,,,99999,27.3666666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T15:13:00Z,2017-12-18T17:12:00Z,,1,nein,,,99999,26.2833333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T17:13:00Z,2017-12-18T18:08:00Z,,1,nein,,,99999,24.2833333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-18T18:09:00Z,2017-12-18T23:14:00Z,,2,nein,,,99999,23.35,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,2,2017-12-18T23:15:00Z,2017-12-19T03:11:00Z,,1,nein,,,99999,18.25,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,4,2017-12-19T03:12:00Z,2017-12-19T05:12:00Z,,1,nein,,,99999,14.3,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,2,2017-12-19T05:13:00Z,2017-12-19T10:18:00Z,,1,nein,,,99999,12.2833333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-19T10:19:00Z,2017-12-19T11:07:00Z,,1,nein,,,99999,7.18333333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,9,2017-12-19T11:08:00Z,2017-12-19T12:54:00Z,,0,nein,,,99999,6.36666666666667,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,3,2017-12-19T12:55:00Z,2017-12-19T13:05:00Z,,0,nein,,,99999,4.58333333333333,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,ja,1,2017-12-19T13:06:00Z,2017-12-19T17:30:00Z,,1,nein,,,99999,4.4,99.25,33333
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,nein,,,,,,ja,HA1h,2017-12-17T09:24:00Z,56.1,,99.25,18
9774,Kuh,ja,2017-12-19T17:30:00Z,2017-12-19T18:45:00Z,1,nein,,,,,,ja,HA1h,2017-12-19T16:35:00Z,0.916666666666667,,99.25,0
3632,Kuh,ja,2017-10-25T21:30:00Z,2017-10-25T23:35:00Z,1,ja,4,2017-10-24T15:06:00Z,2017-10-24T23:15:00Z,,2,nein,,,99999,30.4,30.4,33333
3632,Kuh,ja,2017-10-25T21:30:00Z,2017-10-25T23:35:00Z,1,ja,1,2017-10-25T10:18:00Z,2017-10-25T21:30:00Z,,0,nein,,,99999,11.2,30.4,33333
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,ja,5,2017-10-30T01:19:00Z,2017-10-31T02:14:00Z,,0,nein,,,99999,95.6,95.6,33333
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,ja,5,2017-10-31T02:15:00Z,2017-11-01T02:15:00Z,,2,nein,,,99999,70.6666666666667,95.6,33333
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,ja,4,2017-11-01T13:23:00Z,2017-11-02T07:26:00Z,2017-11-02T08:48:00Z,2,nein,,,99999,35.5333333333333,95.6,33333
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,ja,1,2017-11-02T15:32:00Z,2017-11-03T00:55:00Z,,0,nein,,,99999,9.38333333333333,95.6,33333
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,nein,,,,,,ja,HA1h,2017-11-02T23:52:00Z,1.05,,95.6,0
3635,Kuh,ja,2017-11-03T00:55:00Z,2017-11-03T02:20:00Z,1,nein,,,,,,ja,HA2h,2017-11-03T00:52:00Z,0.05,,95.6,0
565,Kuh,ja,2017-10-21T21:30:00Z,2017-10-22T00:05:00Z,1,ja,2,2017-10-17T13:08:00Z,2017-10-17T14:00:00Z,,0,nein,,,99999,104.366666666667,104.366666666667,33333
565,Kuh,ja,2017-10-21T21:30:00Z,2017-10-22T00:05:00Z,1,ja,2,2017-10-18T01:20:00Z,2017-10-18T13:00:00Z,,0,nein,,,99999,92.1666666666667,104.366666666667,33333
565,Kuh,ja,2017-10-21T21:30:00Z,2017-10-22T00:05:00Z,1,ja,4,2017-10-18T13:01:00Z,2017-10-19T06:02:00Z,,1,nein,,,99999,80.4833333333333,104.366666666667,33333
565,Kuh,ja,2017-10-21T21:30:00Z,2017-10-22T00:05:00Z,1,ja,1,2017-10-19T12:20:00Z,2017-10-21T21:30:00Z,2017-10-22T01:40:00Z,1,nein,,,99999,57.1666666666667,104.366666666667,33333
565,Kuh,ja,2017-10-21T21:30:00Z,2017-10-22T00:05:00Z,1,nein,,,,,,ja,HA1h,2017-10-18T01:18:00Z,92.2,,104.366666666667,30
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,ja,4,2017-10-22T15:07:00Z,2017-10-23T01:09:00Z,,2,nein,,,99999,223.383333333333,223.383333333333,33333
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,ja,5,2017-10-25T13:07:00Z,2017-10-26T09:08:00Z,,0,nein,,,99999,153.383333333333,223.383333333333,33333
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,ja,5,2017-10-26T09:09:00Z,2017-10-27T01:00:00Z,,0,nein,,,99999,133.35,223.383333333333,33333
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,ja,4,2017-10-27T01:01:00Z,2017-10-28T15:10:00Z,,2,nein,,,99999,117.483333333333,223.383333333333,33333
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,ja,1,2017-10-29T15:07:00Z,2017-10-31T22:30:00Z,2017-10-31T23:12:00Z,2,nein,,,99999,55.3833333333333,223.383333333333,33333
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,nein,,,,,,ja,HA1h,2017-10-30T01:16:00Z,45.2333333333333,,223.383333333333,15
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,nein,,,,,,ja,HA1h,2017-10-30T20:26:00Z,26.0666666666667,,223.383333333333,8
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,nein,,,,,,ja,HA1h,2017-10-31T21:46:00Z,0.733333333333333,,223.383333333333,0
2621,Faerse,ja,2017-10-31T22:30:00Z,2017-10-31T23:45:00Z,3,nein,,,,,,ja,HA2h,2017-10-30T21:15:00Z,25.25,,223.383333333333,8
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,3,2017-10-24T23:10:00Z,2017-10-25T12:04:00Z,2017-10-25T10:23:00Z,0,nein,,,99999,203.583333333333,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,4,2017-10-25T12:05:00Z,2017-10-25T21:06:00Z,,2,nein,,,99999,190.666666666667,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,3,2017-10-26T03:10:00Z,2017-10-26T11:16:00Z,,2,nein,,,99999,175.583333333333,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,2,2017-10-27T00:03:00Z,2017-10-27T13:02:00Z,2017-10-27T13:19:00Z,0,nein,,,99999,154.7,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,9,2017-10-27T20:05:00Z,2017-10-30T03:39:00Z,,0,nein,,,99999,134.666666666667,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,ja,1,2017-10-30T04:24:00Z,2017-11-02T10:45:00Z,,0,nein,,,99999,78.35,203.583333333333,33333
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,nein,,,,,,ja,HA1h,2017-11-02T09:42:00Z,1.05,,203.583333333333,0
2625,Faerse,ja,2017-11-02T10:45:00Z,2017-11-02T12:55:00Z,3,nein,,,,,,ja,HA2h,2017-11-02T10:42:00Z,0.05,,203.583333333333,0
9795,Kuh,ja,2017-10-06T06:30:00Z,2017-10-06T07:30:00Z,3,ja,2,2017-10-04T13:50:00Z,2017-10-05T23:00:00Z,,2,nein,,,99999,40.6666666666667,40.6666666666667,33333
9795,Kuh,ja,2017-10-06T06:30:00Z,2017-10-06T07:30:00Z,3,ja,1,2017-10-05T23:01:00Z,2017-10-06T06:30:00Z,2017-10-06T08:08:00Z,1,nein,,,99999,7.48333333333333,40.6666666666667,33333
